['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC11462282']
['pmc4102885', 'www.ncbi.nlm.nih.gov', 'PMC4102885']
['syn300013', 'synapse.org', 'PMC4102885']
['firehose', 'confluence.broadinstitute.org', 'PMC4102885']
['pmid:24871328', 'pubmed.ncbi.nlm.nih.gov', 'PMC4109726']
['pmc4109726', 'www.ncbi.nlm.nih.gov', 'PMC4109726']
['pancan11/rppa', 'bioinformatics.mdanderson.org', 'PMC4109726']
['tcpa_portal', 'app1.bioinformatics.mdanderson.org', 'PMC4109726']
['nihms586714', 'www.ncbi.nlm.nih.gov', 'PMC4109726']
['10.1038/ncomms4887', 'doi.org', 'PMC4109726']
['srep06207-s1', 'www.ncbi.nlm.nih.gov', 'PMC4145288']
['unifiedscaledfiltered.txt', 'tcga-data.nci.nih.gov', 'PMC4145288']
['25158761', 'pdb', 'PMC4145288']
['10.1038/srep06207', 'doi.org', 'PMC4145288']
['pmc4145288', 'pmc.ncbi.nlm.nih.gov', 'PMC4145288']
['supp_btu467_g_65_supplementary_file.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC4147920']
['gse12236', 'geo', 'PMC4156652']
['kf773846', 'nuccore', 'PMC4156652']
['10.1186/s13059-014-0429-8', 'doi.org', 'PMC4156652']
['kf773848', 'nuccore', 'PMC4156652']
['pmc4156652', 'pmc.ncbi.nlm.nih.gov', 'PMC4156652']
['25116943', 'pdb', 'PMC4156652']
['kf773847', 'nuccore', 'PMC4156652']
['kf773845', 'nuccore', 'PMC4156652']
['erp001058', 'www.ebi.ac.uk', 'PMC4156652']
['pone.0111153.s002', 'www.ncbi.nlm.nih.gov', 'PMC4230926']
['pone.0111153.s001', 'www.ncbi.nlm.nih.gov', 'PMC4230926']
['sciclone', 'github.com', 'PMC4230926']
['10.1186/s13059-014-0438-7', 'doi.org', 'PMC4281950']
['pmc4281950', 'www.ncbi.nlm.nih.gov', 'PMC4281950']
['25222080', 'pdb', 'PMC4281950']
['24185512', 'pdb', 'PMC4281950']
['gse10245', 'geo', 'PMC4317393']
['tcga', 'tcga-data.nci.nih.gov', 'PMC4317393']
['gse27388', 'geo', 'PMC4317393']
['gse28571', 'geo', 'PMC4317393']
['gse2109', 'geo', 'PMC4317393']
['gse26886', 'geo', 'PMC4317393']
['syn312572', 'synapse.org', 'PMC4318527']
['25314947', 'pdb', 'PMC4318527']
['10.1186/s13059-014-0462-7', 'doi.org', 'PMC4318527']
['pmc4318527', 'www.ncbi.nlm.nih.gov', 'PMC4318527']
['nihms590622', 'www.ncbi.nlm.nih.gov', 'PMC4339277']
['24999802', 'pdb', 'PMC4339277']
['syn300013', 'synapse.org', 'PMC4339277']
['pmc4339277', 'www.ncbi.nlm.nih.gov', 'PMC4339277']
['25710538', 'pdb', 'PMC4339838']
['pmc4339838', 'www.ncbi.nlm.nih.gov', 'PMC4339838']
['10.1371/journal.pmed.1001794', 'doi.org', 'PMC4339838']
['10.1186/s13059-014-0579-8', 'doi.org', 'PMC4365533']
['methylmix_1.0', 'web.stanford.edu', 'PMC4365533']
['10.1534/genetics.114.172619', 'doi.org', 'PMC4391572']
['1e1ce1434fac8ba078644ceb4cc78ed1_genetics.114.172619-5.pdf', 'pdb', 'PMC4391572']
['pmc4391572', 'pmc.ncbi.nlm.nih.gov', 'PMC4391572']
['8d8557f8823dbb5ec303a6279f1668ba_genetics.114.172619-3.pdf', 'pdb', 'PMC4391572']
['e4842dbe7575b17aa755e2f0d8f269ce_genetics.114.172619-4.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4391572']
['supp_199_4_973__index.html', 'www.ncbi.nlm.nih.gov', 'PMC4391572']
['25631319', 'pdb', 'PMC4391572']
['47052a6505a11f4feff54e840f2c0e8e_genetics.114.172619-2.pdf', 'pdb', 'PMC4391572']
['445872bef9b07cf23db91c50639169d7_genetics.114.172619-1.pdf', 'pdb', 'PMC4391572']
['nihms644198-supplement-1', 'www.ncbi.nlm.nih.gov', 'PMC4444046']
['10.1038/ng.3168', 'doi.org', 'PMC4444046']
['25501392', 'pdb', 'PMC4444046']
['pmc4444046', 'pmc.ncbi.nlm.nih.gov', 'PMC4444046']
['nihms644198-supplement-2', 'www.ncbi.nlm.nih.gov', 'PMC4444046']
['hi-2012', 'interactome.dfci.harvard.edu', 'PMC4444046']
['nihms644198-supplement-3', 'www.ncbi.nlm.nih.gov', 'PMC4444046']
['srep10423-s2.xls', 'www.ncbi.nlm.nih.gov', 'PMC4444957']
['ucsc_pirna_track', 'goo.gl', 'PMC4444957']
['srep10423-s1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4444957']
['tcga', 'cancergenome.nih.gov', 'PMC4444957']
['dbgap project id: 6208', 'www.ncbi.nlm.nih.gov', 'PMC4444957']
['gse31616', 'geo', 'PMC4444957']
['gse63119', 'geo', 'PMC4444957']
['srep10423-s4.xls', 'www.ncbi.nlm.nih.gov', 'PMC4444957']
['gse36968', 'geo', 'PMC4444957']
['gse28884', 'geo', 'PMC4444957']
['cghub', 'www.cghub.ucsc.edu', 'PMC4444957']
['gse29173', 'geo', 'PMC4444957']
['srep10423-s3.xls', 'www.ncbi.nlm.nih.gov', 'PMC4444957']
['pcbi.1004096.s001', 'www.ncbi.nlm.nih.gov', 'PMC4447414']
['pcbi.1004096.s003', 'www.ncbi.nlm.nih.gov', 'PMC4447414']
['10.1371/journal.pcbi.1004096', 'doi.org', 'PMC4447414']
['pcbi.1004096.s002', 'www.ncbi.nlm.nih.gov', 'PMC4447414']
['pcbi.1004096.s004', 'www.ncbi.nlm.nih.gov', 'PMC4447414']
['gse49618', 'geo', 'PMC4460959']
['roadmap_epigenomics_chromhmm', 'egg2.wustl.edu', 'PMC4460959']
['moesm6', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm15', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['elmer', 'github.com', 'PMC4460959']
['moesm5', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm4', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['fantom5_enhancers', 'enhancer.binf.ku.dk', 'PMC4460959']
['moesm9', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm14', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm2', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm8', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm7', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['gse41826', 'geo', 'PMC4460959']
['moesm10', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm13', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm17', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm12', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['bioconductor', 'www.bioconductor.org', 'PMC4460959']
['moesm1', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm16', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm11', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['moesm3', 'pmc.ncbi.nlm.nih.gov', 'PMC4460959']
['10.1186/s12859-015-0500-9', 'doi.org', 'PMC4464135']
['model1.sbml', nan, 'PMC4464135']
['25886743', 'pdb', 'PMC4464135']
['biomd0000000023', 'www.ebi.ac.uk', 'PMC4464135']
['12859_2015_500_moesm1_esm.pdf', 'pdb', 'PMC4464135']
['pmc4464135', 'pmc.ncbi.nlm.nih.gov', 'PMC4464135']
['tcga', 'tcga-data.nci.nih.gov', 'PMC4468049']
['doi:10.1038/onc.2014.406', 'doi.org', 'PMC4468049']
['nihms632238', 'www.ncbi.nlm.nih.gov', 'PMC4468049']
['pmcid:pmc4468049', 'www.ncbi.nlm.nih.gov', 'PMC4468049']
['pmid:25500544', 'pubmed.ncbi.nlm.nih.gov', 'PMC4468049']
['pancanfusv2', '54.84.12.177', 'PMC4468049']
['cghub', 'cghub.ucsc.edu', 'PMC4468049']
['tcga.sept2010.09202010.gaf', 'tcga-data.nci.nih.gov', 'PMC4468049']
['ov_2011', 'tcga-data.nci.nih.gov', 'PMC4477208']
['srep11459-s2.xls', 'www.ncbi.nlm.nih.gov', 'PMC4477208']
['pmc4477208', 'pmc.ncbi.nlm.nih.gov', 'PMC4477208']
['srep11459.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4477208']
['dbemt', 'dbemt.bioinfo-minzhao.org', 'PMC4477208']
['srep11459-s1.xls', 'www.ncbi.nlm.nih.gov', 'PMC4477208']
['10.1038/srep11459', 'doi.org', 'PMC4477208']
['gse56494', 'geo', 'PMC4496217']
['26185419', 'pdb', 'PMC4500628']
['10.2147/dddt.s38375', 'doi.org', 'PMC4500628']
['pmc4500628', 'pmc.ncbi.nlm.nih.gov', 'PMC4500628']
['pmc4501083', 'www.ncbi.nlm.nih.gov', 'PMC4501083']
['spia', 'www.bioconductor.org', 'PMC4501083']
['tcga', 'portal.gdc.cancer.gov', 'PMC4501083']
['10.1186/s12885-015-1484-6', 'doi.org', 'PMC4501083']
['pone.0133219.s001.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC4504492']
['pone.0133219.s002.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC4504492']
['pmc4531541', 'www.ncbi.nlm.nih.gov', 'PMC4531541']
['10.1186/s13059-015-0700-7', 'doi.org', 'PMC4531541']
['tcga', 'cancergenome.nih.gov', 'PMC4531541']
['comet_results', 'compbio-research.cs.brown.edu', 'PMC4531541']
['comet_software', 'compbio.cs.brown.edu', 'PMC4531541']
['13059_2015_700_moesm1_esm.pdf', 'pdb', 'PMC4531541']
['26253137', 'pdb', 'PMC4531541']
['13059_2015_700_moesm2_esm.xlsx', 'pdb', 'PMC4531541']
['ehp.1408775', 'ehp.niehs.nih.gov', 'PMC4568441']
['pmc4568441', 'www.ncbi.nlm.nih.gov', 'PMC4568441']
['e-geuv-1', 'arrayexpress', 'PMC4568441']
['ncomms9554-s9.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s6.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s3.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['xseq_software_page', 'compbio.bccrc.ca', 'PMC4600750']
['encodenets', 'encodenets.gersteinlab.org', 'PMC4600750']
['10.1038/ncomms9554', 'doi.org', 'PMC4600750']
['human_interactome_database', 'interactome.dfci.harvard.edu', 'PMC4600750']
['ncomms9554-s1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s5.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s2.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s7.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['ncomms9554-s8.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['pmc4600750', 'pmc.ncbi.nlm.nih.gov', 'PMC4600750']
['xseq', 'cran.r-project.org', 'PMC4600750']
['ncomms9554-s4.txt', 'www.ncbi.nlm.nih.gov', 'PMC4600750']
['26436532', 'pdb', 'PMC4600750']
['krnb-12-06-1038012-s001.zip', 'www.ncbi.nlm.nih.gov', 'PMC4615893']
['pmc4615893', 'pmc.ncbi.nlm.nih.gov', 'PMC4615893']
['10.1080/15476286.2015.1038012', 'doi.org', 'PMC4615893']
['10.1186/s13059-015-0808-9', 'doi.org', 'PMC4627418']
['foreverdream2/nest', 'github.com', 'PMC4627418']
['26518695', 'pdb', 'PMC4627418']
['nest.dfci.harvard.edu', 'nest.dfci.harvard.edu', 'PMC4627418']
['moesm1', 'pmc.ncbi.nlm.nih.gov', 'PMC4627418']
['pmc4627418', 'pmc.ncbi.nlm.nih.gov', 'PMC4627418']
['pmc4636487', 'www.ncbi.nlm.nih.gov', 'PMC4636487']
['gse33113', 'geo', 'PMC4636487']
['gse13294', 'geo', 'PMC4636487']
['gse13067', 'geo', 'PMC4636487']
['gse17536', 'geo', 'PMC4636487']
['gse42284', 'geo', 'PMC4636487']
['tcga', 'portal.gdc.cancer.gov', 'PMC4636487']
['gse20916', 'geo', 'PMC4636487']
['crcsc', 'github.com', 'PMC4636487']
['gse14333', 'geo', 'PMC4636487']
['nihms722223', 'www.ncbi.nlm.nih.gov', 'PMC4636487']
['cmsclassifier', nan, 'PMC4636487']
['gse35896', 'geo', 'PMC4636487']
['gse2109', 'geo', 'PMC4636487']
['gse39582', 'geo', 'PMC4636487']
['tcpa', 'app1.bioinformatics.mdanderson.org', 'PMC4636487']
['pone.0142819.s001.tsv', 'pmc.ncbi.nlm.nih.gov', 'PMC4643971']
['1kg', 'www.internationalgenome.org', 'PMC4643971']
['tcga-skcm', 'portal.gdc.cancer.gov', 'PMC4643971']
['pone.0142819.s002.tsv', 'pmc.ncbi.nlm.nih.gov', 'PMC4643971']
['10.3322/caac.21329', 'doi.org', 'PMC4697768']
['pmc4697768', 'pmc.ncbi.nlm.nih.gov', 'PMC4697768']
['10.1093/nar/gku1075', 'doi.org', 'PMC4697768']
['26740748', 'pdb', 'PMC4697768']
['10.1038/nature07634', 'doi.org', 'PMC4697768']
['pmc4383913', 'pmc.ncbi.nlm.nih.gov', 'PMC4697768']
['10.1038/527s108a', 'doi.org', 'PMC4697768']
['pmc4713245', 'pmc.ncbi.nlm.nih.gov', 'PMC4697768']
['10.4137/cmo.s38279', 'doi.org', 'PMC4697768']
['10.1038/455001a', 'doi.org', 'PMC4697768']
['nihms715480-supplement-2.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC4747795']
['26372948', 'pdb', 'PMC4747795']
['nihms715480-supplement-1.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC4747795']
['10.1038/nbt.3344', 'doi.org', 'PMC4747795']
['pmc4747795', 'pmc.ncbi.nlm.nih.gov', 'PMC4747795']
['sdata201611-isa1.zip', 'www.ncbi.nlm.nih.gov', 'PMC4776701']
['mpower', 'synapse.org', 'PMC4776701']
['ijms-17-00156-s001.xlsx', 'www.mdpi.com', 'PMC4783890']
['pmc4783890', 'www.ncbi.nlm.nih.gov', 'PMC4783890']
['syn4591895', 'synapse.org', 'PMC4792174']
['syn4591751', 'synapse.org', 'PMC4792174']
['10.6084/m9.figshare.c.2171334', 'doi.org', 'PMC4792174']
['syn4591741', 'synapse.org', 'PMC4792174']
['syn4591737', 'synapse.org', 'PMC4792174']
['syn4591893', 'synapse.org', 'PMC4792174']
['syn4591887', 'synapse.org', 'PMC4792174']
['syn4591889', 'synapse.org', 'PMC4792174']
['pxd002870', 'www.ebi.ac.uk', 'PMC4792174']
['syn4591863', 'synapse.org', 'PMC4792174']
['syn4509334', 'synapse.org', 'PMC4792174']
['syn4591761', 'synapse.org', 'PMC4792174']
['syn4591754', 'synapse.org', 'PMC4792174']
['syn4591707', 'synapse.org', 'PMC4792174']
['oncotarget-07-4298-s001.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4826206']
['oncotarget-07-4298.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC4826206']
['12859_2016_1008_moesm1_esm.txt', 'pdb', 'PMC4826543']
['12859_2016_1008_moesm3_esm.xls', 'pdb', 'PMC4826543']
['10.1186/s12859-016-1008-7', 'doi.org', 'PMC4826543']
['27059896', 'pdb', 'PMC4826543']
['12859_2016_1008_moesm4_esm.xls', 'pdb', 'PMC4826543']
['pmc4826543', 'www.ncbi.nlm.nih.gov', 'PMC4826543']
['12859_2016_1008_moesm5_esm.pdf', 'pdb', 'PMC4826543']
['12859_2016_1008_moesm2_esm.xls', 'pdb', 'PMC4826543']
['moesm213', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['dream8.dibsbiotech.com', 'dream8.dibsbiotech.com', 'PMC4854847']
['pmc4854847', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['pmid:26901648', 'pubmed.ncbi.nlm.nih.gov', 'PMC4854847']
['moesm209', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['moesm212', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['nihms755855', 'www.ncbi.nlm.nih.gov', 'PMC4854847']
['10.1038/nmeth.3773', 'doi.org', 'PMC4854847']
['moesm210', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['moesm207', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['hpn_dream_network_challenge', 'synapse.org', 'PMC4854847']
['moesm211', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['moesm208', 'pmc.ncbi.nlm.nih.gov', 'PMC4854847']
['sage-bionetworks/icgc-tcga-dream-mutation-calling-challenge-tools', 'github.com', 'PMC4856034']
['nihms781059', 'www.ncbi.nlm.nih.gov', 'PMC4856034']
['syn312572', 'synapse.org', 'PMC4856034']
['srp042948', 'www.ncbi.nlm.nih.gov', 'PMC4856034']
['pmc4856034', 'www.ncbi.nlm.nih.gov', 'PMC4856034']
['10.1038/nmeth.3407', 'doi.org', 'PMC4856034']
['cghub_benchmark_download', 'cghub.ucsc.edu', 'PMC4856034']
['adamewing/bamsurgeon', 'github.com', 'PMC4856034']
['nihms781059-supplement-2.zip', 'www.ncbi.nlm.nih.gov', 'PMC4856034']
['nihms781059-supplement-s1.zip', 'www.ncbi.nlm.nih.gov', 'PMC4856034']
['firehose_2015110100', 'broad firehose  firehose build 2015110100 ', 'PMC4856318']
['pcbi.1004888.s003', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s006', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s005', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pmid:27145341', 'pubmed.ncbi.nlm.nih.gov', 'PMC4856318']
['gse13159', 'geo', 'PMC4856318']
['pcbi.1004888.s007', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s001', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['gse14468', 'geo', 'PMC4856318']
['pcbi.1004888.s010', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pmc4856318', 'pmc.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s002', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s011', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['gse10358', 'geo', 'PMC4856318']
['gse12417', 'geo', 'PMC4856318']
['pcbi.1004888.s004', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['10.1371/journal.pcbi.1004888', 'doi.org', 'PMC4856318']
['firehose_2013042100', 'broad firehose  firehose build 2013042100 ', 'PMC4856318']
['pcbi.1004888.s008', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['pcbi.1004888.s009', 'www.ncbi.nlm.nih.gov', 'PMC4856318']
['moesm6', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['moesm2', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['moesm4', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['moesm5', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['moesm1', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['moesm3', 'pmc.ncbi.nlm.nih.gov', 'PMC4864925']
['srp075075', 'www.ncbi.nlm.nih.gov', 'PMC4909715']
['prjna321524', 'www.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc6.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc4.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc1.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc2.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc5.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['mmc3.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC4909715']
['srep28103-s2.xls', 'www.ncbi.nlm.nih.gov', 'PMC4913322']
['doi:10.7303/syn300013', 'synapse.org', 'PMC4913322']
['srep28103-s1.doc', 'www.ncbi.nlm.nih.gov', 'PMC4913322']
['ccle', 'portals.broadinstitute.org', 'PMC4913322']
['10.5256/f1000research.7485.d113516', 'doi.org', 'PMC4916984']
['f1000research-5-8064-s0000.tgz', 'pmc.ncbi.nlm.nih.gov', 'PMC4916984']
['tcga', 'portal.gdc.cancer.gov', 'PMC4924663']
['oncotarget-07-13587-s001.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4924663']
['syn2455683', 'synapse.org', 'PMC4924788']
['adni', 'adni.loni.usc.edu', 'PMC4928152']
['27358062', 'pdb', 'PMC4928152']
['rs10553596', 'www.ncbi.nlm.nih.gov', 'PMC4928152']
['phs000219.v1.p1', 'dbgap', 'PMC4928152']
['phs000372.v1.p1', 'dbgap', 'PMC4928152']
['phs000101.v4.p1', 'dbgap', 'PMC4928152']
['nm_001267057.1', 'nuccore', 'PMC4928152']
['phs000572.v1.p1', 'dbgap', 'PMC4928152']
['np_001253986.1', 'www.ncbi.nlm.nih.gov', 'PMC4928152']
['10.1186/s12864-016-2725-z', 'doi.org', 'PMC4928152']
['pmc4928152', 'pmc.ncbi.nlm.nih.gov', 'PMC4928152']
['10.1016/j.stemcr.2016.05.006', 'doi.org', 'PMC4944587']
['pmc4944587', 'pmc.ncbi.nlm.nih.gov', 'PMC4944587']
['27293150', 'pdb', 'PMC4944587']
['pcbc', 'synapse.org', 'PMC4944587']
['ax747064', 'nuccore', 'PMC4944587']
['gdsc', 'www.cancerrxgene.org', 'PMC4945830']
['tcga', 'tcga-data.nci.nih.gov', 'PMC4945830']
['ccle', 'www.broadinstitute.org', 'PMC4945830']
['metabric', 'molonc.bccrc.ca', 'PMC4945830']
['dtp', 'dtp.cancer.gov', 'PMC4945830']
['tcia', 'www.cancerimagingarchive.net', 'PMC4945830']
['10.1093/bib/bbv080', 'doi.org', 'PMC4945830']
['26463000', 'pdb', 'PMC4945830']
['pmc4945830', 'pmc.ncbi.nlm.nih.gov', 'PMC4945830']
['cellminer', 'discover.nci.nih.gov', 'PMC4945830']
['ctd2', 'ctd2.nci.nih.gov', 'PMC4945830']
['proteomicsdb', 'www.proteomicsdb.org', 'PMC4945830']
['fantom5', 'fantom.gsc.riken.jp', 'PMC4945830']
['encode', 'www.encodeproject.org', 'PMC4945830']
['icgc', 'dcc.icgc.org', 'PMC4945830']
['sdy67', 'immport.niaid.nih.gov', 'PMC4946173']
['cgc_v73', 'cancer.sanger.ac.uk', 'PMC4947162']
['gene2pubmed.gz', 'unknown_publisher', 'PMC4947162']
['pmc4947162', 'pmc.ncbi.nlm.nih.gov', 'PMC4947162']
['ccgd', 'ccgd-starrlab.oit.umn.edu', 'PMC4947162']
['10.1038/ncomms12096', 'doi.org', 'PMC4947162']
['27417679', 'pdb', 'PMC4947162']
['project_achilles_v2.4.3', 'www.broadinstitute.org', 'PMC4947162']
['firehose', 'gdac.broadinstitute.org', 'PMC4947162']
['ncomms12096-s1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4947162']
['tumorportal', 'tumorportal.org', 'PMC4947162']
['gse25066', 'geo', 'PMC4959370']
['gse22034', 'geo', 'PMC4959370']
['gse2034', 'geo', 'PMC4959370']
['gse2109', 'geo', 'PMC4959370']
['gse3494', 'geo', 'PMC4959370']
['metabric', 'synapse.org', 'PMC4959370']
['gse72777', 'geo', 'PMC4980791']
['gse38873', 'geo', 'PMC4980791']
['egas00001000908', 'ega-archive.org', 'PMC4980791']
['gse72773', 'geo', 'PMC4980791']
['phs000200.v10.p3', 'dbgap', 'PMC4980791']
['gse27317', 'geo', 'PMC4980791']
['gse72775', 'geo', 'PMC4980791']
['gse78874', 'geo', 'PMC4980791']
['gse61431', 'geo', 'PMC4980791']
['phs000249.v2.p1', 'dbgap', 'PMC4980791']
['egas00001000605', 'ega-archive.org', 'PMC4980791']
['gse15745', 'geo', 'PMC4980791']
['gse59685', 'geo', 'PMC4980791']
['gse36369', 'geo', 'PMC4980791']
['gse53740', 'geo', 'PMC4980791']
['gse34035', 'geo', 'PMC4980791']
['egas00001001066', 'ega-archive.org', 'PMC4980791']
['tcga', 'tcga-data.nci.nih.gov', 'PMC4991443']
['oncotarget-07-20140-s001.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4991443']
['10.18632/oncotarget.7917', 'doi.org', 'PMC4991443']
['pmc4991443', 'www.ncbi.nlm.nih.gov', 'PMC4991443']
['agilentg4502a071', 'tcga-data.nci.nih.gov', 'PMC4991443']
['agilentg4502a072', 'tcga-data.nci.nih.gov', 'PMC4991443']
['ncomms12460-s1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC4996969']
['27549343', 'pdb', 'PMC4996969']
['ra_challenge', 'synapse.org', 'PMC4996969']
['pmc4996969', 'pmc.ncbi.nlm.nih.gov', 'PMC4996969']
['10.1038/ncomms12460', 'doi.org', 'PMC4996969']
['10.1186/s12864-016-2911-z', 'doi.org', 'PMC5001206']
['pmc5001206', 'pmc.ncbi.nlm.nih.gov', 'PMC5001206']
['tcga', 'gdc.nci.nih.gov', 'PMC5001206']
['ccle', 'www.broadinstitute.org', 'PMC5001206']
['pmid:27556158', 'pubmed.ncbi.nlm.nih.gov', 'PMC5001206']
['gse41998', 'geo', 'PMC5001206']
['moesm1', 'pmc.ncbi.nlm.nih.gov', 'PMC5001206']
['gse36133', 'geo', 'PMC5001206']
['moesm2', 'pmc.ncbi.nlm.nih.gov', 'PMC5001206']
['adni', 'adni.loni.usc.edu', 'PMC5009326']
['gse15222', 'geo', 'PMC5009326']
['10.1038/srep32583', 'doi.org', 'PMC5009326']
['gse29652', 'geo', 'PMC5009326']
['msigdb_v3.1', 'www.broadinstitute.org', 'PMC5009556']
['ensembl_biomart', 'www.ensembl.org', 'PMC5009556']
['gse51068', 'geo', 'PMC5009556']
['12918_2016_310_moesm1_esm.xlsx', 'pdb', 'PMC5009556']
['12918_2016_310_moesm2_esm.xlsx', 'pdb', 'PMC5009556']
['10.1111/acel.12501', 'doi.org', 'PMC5013017']
['27448508', 'pdb', 'PMC5013017']
['pmc5013017', 'pmc.ncbi.nlm.nih.gov', 'PMC5013017']
['acel-15-924-s003', 'www.ncbi.nlm.nih.gov', 'PMC5013017']
['acel-15-924-s002', 'www.ncbi.nlm.nih.gov', 'PMC5013017']
['acel-15-924.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC5013017']
['acel-15-924-s001', 'www.ncbi.nlm.nih.gov', 'PMC5013017']
['acel-15-924-s004', 'www.ncbi.nlm.nih.gov', 'PMC5013017']
['tp2016164x5', 'www.ncbi.nlm.nih.gov', 'PMC5022094']
['tp2016164x1', 'www.ncbi.nlm.nih.gov', 'PMC5022094']
['tp2016164x2', 'www.ncbi.nlm.nih.gov', 'PMC5022094']
['tp2016164x3', 'www.ncbi.nlm.nih.gov', 'PMC5022094']
['tp2016164x4', 'www.ncbi.nlm.nih.gov', 'PMC5022094']
['msk-impact', 'www.mskcc.org', 'PMC5027494']
['tcga-kl-8831', 'cghub.ucsc.edu', 'PMC5027494']
['supp_44_16_e131__index.html', 'pmc.ncbi.nlm.nih.gov', 'PMC5027494']
['tcga-kl-8331', 'cghub.ucsc.edu', 'PMC5027494']
['supp_gkw520_nar-00496-met-n-2016-file005.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC5027494']
['gse62944', 'geo', 'PMC5028957']
['gse68355', 'geo', 'PMC5028957']
['nct02206984', 'clinicaltrials.gov', 'PMC5028957']
['gse12708', 'geo', 'PMC5028957']
['srep34567-s2.doc', 'www.ncbi.nlm.nih.gov', 'PMC5050516']
['adni-1', 'adni.loni.usc.edu', 'PMC5050516']
